Orden,Timeline,Sección,Ref. shot,Freepik ID,CapCut Motion,"URL de descarga (firmada, ~1h)"
256,(13:41.20-13:44.80),MARCA 2 - NOSTROMO,canned_tuna_wood,2427530,PAN UP · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
257,(13:44.80-13:49.10),MARCA 2 - NOSTROMO,canned_tuna_wood,2427530,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
258,(13:49.10-13:52.70),MARCA 2 - NOSTROMO,world_map_lines,3071564,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
259,(13:52.70-13:55.90),MARCA 2 - NOSTROMO,world_map_lines,3071564,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
260,(13:55.90-13:59.50),MARCA 2 - NOSTROMO,network_converge,4721014,STATIC,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
261,(13:59.50-14:03.10),MARCA 2 - NOSTROMO,network_converge,4721014,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
262,(14:03.10-14:06.70),MARCA 2 - NOSTROMO,network_converge,4721014,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
263,(14:06.70-14:08.10),MARCA 2 - NOSTROMO,network_converge,4721014,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
264,(14:08.10-14:12.00),MARCA 2 - NOSTROMO,cans_colorful_shelf,6843740,PAN UP · 4s,https://videocdn.cdnpk.net/videos/3ff5d07f-2d4b-5045-8d1f-a8e923095fa5/horizontal/downloads/1080p.mp4?filename=0_Cans_Shelves_1920x1080.mp4&user_id=102901249&token=exp=1785670229~id=102901249~hmac=f42167a11b27ea12c57fc3625a499e3f8537f8884d6835c73ad2e45dc469d031
265,(14:12.00-14:15.60),MARCA 2 - NOSTROMO,cannery_conveyor,3455151,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/fd93398d-4779-47bf-a390-a4e9046e0e43/horizontal/downloads/original.mp4?filename=7201506_Farming_Transportation_3840x2160.mp4&user_id=102901249&token=exp=1785670238~id=102901249~hmac=86e76963a493cbb66961882351d2894a3dfc20f97c81ca5c662b6caf8f35621d
266,(14:15.60-14:19.20),MARCA 2 - NOSTROMO,cannery_conveyor,3455151,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/fd93398d-4779-47bf-a390-a4e9046e0e43/horizontal/downloads/original.mp4?filename=7201506_Farming_Transportation_3840x2160.mp4&user_id=102901249&token=exp=1785670238~id=102901249~hmac=86e76963a493cbb66961882351d2894a3dfc20f97c81ca5c662b6caf8f35621d
267,(14:19.20-14:22.80),MARCA 2 - NOSTROMO,cannery_conveyor,3455151,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/fd93398d-4779-47bf-a390-a4e9046e0e43/horizontal/downloads/original.mp4?filename=7201506_Farming_Transportation_3840x2160.mp4&user_id=102901249&token=exp=1785670238~id=102901249~hmac=86e76963a493cbb66961882351d2894a3dfc20f97c81ca5c662b6caf8f35621d
268,(14:22.80-14:25.70),MARCA 2 - NOSTROMO,cannery_conveyor,3455151,STATIC,https://videocdn.cdnpk.net/videos/fd93398d-4779-47bf-a390-a4e9046e0e43/horizontal/downloads/original.mp4?filename=7201506_Farming_Transportation_3840x2160.mp4&user_id=102901249&token=exp=1785670238~id=102901249~hmac=86e76963a493cbb66961882351d2894a3dfc20f97c81ca5c662b6caf8f35621d
269,(14:25.70-14:29.30),MARCA 2 - NOSTROMO,canned_tuna_wood,2427530,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
270,(14:29.30-14:33.60),MARCA 2 - NOSTROMO,canned_tuna_wood,2427530,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
271,(14:33.60-14:37.90),MARCA 2 - NOSTROMO,world_map_lines,3071564,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
272,(14:37.90-14:41.50),MARCA 2 - NOSTROMO,network_converge,4721014,PAN UP · 4s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
273,(14:41.50-14:45.10),MARCA 2 - NOSTROMO,network_converge,4721014,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
274,(14:45.10-14:49.40),MARCA 2 - NOSTROMO,network_converge,4721014,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
275,(14:49.40-14:53.00),MARCA 2 - NOSTROMO,cans_colorful_shelf,6843740,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/3ff5d07f-2d4b-5045-8d1f-a8e923095fa5/horizontal/downloads/1080p.mp4?filename=0_Cans_Shelves_1920x1080.mp4&user_id=102901249&token=exp=1785670229~id=102901249~hmac=f42167a11b27ea12c57fc3625a499e3f8537f8884d6835c73ad2e45dc469d031
276,(14:53.00-14:56.60),MARCA 2 - NOSTROMO,cans_colorful_shelf,6843740,STATIC,https://videocdn.cdnpk.net/videos/3ff5d07f-2d4b-5045-8d1f-a8e923095fa5/horizontal/downloads/1080p.mp4?filename=0_Cans_Shelves_1920x1080.mp4&user_id=102901249&token=exp=1785670229~id=102901249~hmac=f42167a11b27ea12c57fc3625a499e3f8537f8884d6835c73ad2e45dc469d031
277,(14:56.60-15:00.20),MARCA 2 - NOSTROMO,cans_colorful_shelf,6843740,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/3ff5d07f-2d4b-5045-8d1f-a8e923095fa5/horizontal/downloads/1080p.mp4?filename=0_Cans_Shelves_1920x1080.mp4&user_id=102901249&token=exp=1785670229~id=102901249~hmac=f42167a11b27ea12c57fc3625a499e3f8537f8884d6835c73ad2e45dc469d031
278,(15:00.20-15:04.50),MARCA 2 - NOSTROMO,cans_colorful_shelf,6843740,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/3ff5d07f-2d4b-5045-8d1f-a8e923095fa5/horizontal/downloads/1080p.mp4?filename=0_Cans_Shelves_1920x1080.mp4&user_id=102901249&token=exp=1785670229~id=102901249~hmac=f42167a11b27ea12c57fc3625a499e3f8537f8884d6835c73ad2e45dc469d031
279,(15:04.50-15:08.10),MARCA 2 - NOSTROMO,cannery_conveyor,3455151,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/fd93398d-4779-47bf-a390-a4e9046e0e43/horizontal/downloads/original.mp4?filename=7201506_Farming_Transportation_3840x2160.mp4&user_id=102901249&token=exp=1785670238~id=102901249~hmac=86e76963a493cbb66961882351d2894a3dfc20f97c81ca5c662b6caf8f35621d
280,(15:08.10-15:11.70),MARCA 2 - NOSTROMO,canned_tuna_wood,2427530,PAN UP · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
281,(15:11.70-15:13.50),MARCA 2 - NOSTROMO,canned_tuna_wood,2427530,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
282,(15:13.50-15:14.20),MARCA 1 - CALVO,vintage_factory,98280,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
283,(15:14.20-15:14.60),MARCA 1 - CALVO,canning_machine,722777,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/e8ac6a0f-4ed0-4136-ab97-a3993da30ba3/horizontal/downloads/4k.mp4?filename=1783749_Canning_Process_Bottling_3840x2160.mp4&user_id=102901249&token=exp=1785670476~id=102901249~hmac=7fcad061921b080d17e479a0923ba3026293966e210a0c5f89a5574831371567
284,(15:14.60-15:18.20),MARCA 1 - CALVO,fishing_boat_galicia,2979449,STATIC,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
285,(15:18.20-15:21.80),MARCA 1 - CALVO,fishing_boat_galicia,2979449,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
286,(15:21.80-15:24.30),MARCA 1 - CALVO,fishing_boat_galicia,2979449,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
287,(15:24.30-15:27.90),MARCA 1 - CALVO,world_map_network,1948107,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/c42d91bb-6285-421a-af2c-532340c4f03d/horizontal/downloads/4k.mp4?filename=5436703_Coll_wavebreak_Blue_3840x2160.mp4&user_id=102901249&token=exp=1785670483~id=102901249~hmac=5ff5758beff43317e3830333dd375bc460c5645ded13a5466b3de6719a6256f2
288,(15:27.90-15:32.20),MARCA 1 - CALVO,world_map_network,1948107,PAN UP · 4s,https://videocdn.cdnpk.net/videos/c42d91bb-6285-421a-af2c-532340c4f03d/horizontal/downloads/4k.mp4?filename=5436703_Coll_wavebreak_Blue_3840x2160.mp4&user_id=102901249&token=exp=1785670483~id=102901249~hmac=5ff5758beff43317e3830333dd375bc460c5645ded13a5466b3de6719a6256f2
289,(15:32.20-15:35.80),MARCA 1 - CALVO,brazil_flag,8588916,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/4d207265-ecb1-5222-9b98-c70b77e0e208/horizontal/downloads/1080p.mp4?filename=0_Brazil_Flag_Brazilian_National_Flag_1920x1080.mp4&user_id=102901249&token=exp=1785670484~id=102901249~hmac=ac595771cba6a6509b3e270b473cc634fdd5de90648338156d49b0eeb2133cef
290,(15:35.80-15:37.20),MARCA 1 - CALVO,brazil_flag,8588916,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/4d207265-ecb1-5222-9b98-c70b77e0e208/horizontal/downloads/1080p.mp4?filename=0_Brazil_Flag_Brazilian_National_Flag_1920x1080.mp4&user_id=102901249&token=exp=1785670484~id=102901249~hmac=ac595771cba6a6509b3e270b473cc634fdd5de90648338156d49b0eeb2133cef
291,(15:37.20-15:41.10),MARCA 1 - CALVO,bar_chart_growth,9083856,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/24ddcfa2-f4cb-59ff-8aa9-b89be2249bb2/horizontal/downloads/original.mp4?filename=0_Bar_Chart_Data_3840x2160.mp4&user_id=102901249&token=exp=1785670486~id=102901249~hmac=e0d6366c015aaf8b0b918cabf165f581a4d7b01038b55b76acb75b6fbd4222db
292,(15:41.10-15:44.70),MARCA 1 - CALVO,handshake_boardroom,2466239,STATIC,https://videocdn.cdnpk.net/videos/245db588-fd06-4b82-b1fb-563f9975b15e/horizontal/downloads/4k.mp4?filename=4982260_African_American_Agreement_3840x2160.mp4&user_id=102901249&token=exp=1785670205~id=102901249~hmac=d6eeb84ea676f6ef980ab35ce7a503714648ad7ecb3e70b69b53bbf4ca00d0f3
293,(15:44.70-15:47.60),MARCA 1 - CALVO,handshake_boardroom,2466239,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/245db588-fd06-4b82-b1fb-563f9975b15e/horizontal/downloads/4k.mp4?filename=4982260_African_American_Agreement_3840x2160.mp4&user_id=102901249&token=exp=1785670205~id=102901249~hmac=d6eeb84ea676f6ef980ab35ce7a503714648ad7ecb3e70b69b53bbf4ca00d0f3
294,(15:47.60-15:51.20),MARCA 1 - CALVO,network_converge,4721014,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
295,(15:51.20-15:54.80),MARCA 1 - CALVO,network_converge,4721014,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
296,(15:54.80-15:58.40),MARCA 1 - CALVO,network_converge,4721014,PAN UP · 4s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
297,(15:58.40-16:02.00),MARCA 1 - CALVO,network_converge,4721014,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
298,(16:02.00-16:05.20),MARCA 1 - CALVO,canned_tuna_plain,3420831,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/a693ec78-3a3b-527a-bf03-e448a01b4093/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670234~id=102901249~hmac=640e69800992a8126cfd7d1bf99dab8b0f300210900a047df2a41019b145651c
299,(16:05.20-16:09.10),MARCA 1 - CALVO,vintage_factory,98280,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
300,(16:09.10-16:12.70),MARCA 1 - CALVO,canning_machine,722777,STATIC,https://videocdn.cdnpk.net/videos/e8ac6a0f-4ed0-4136-ab97-a3993da30ba3/horizontal/downloads/4k.mp4?filename=1783749_Canning_Process_Bottling_3840x2160.mp4&user_id=102901249&token=exp=1785670476~id=102901249~hmac=7fcad061921b080d17e479a0923ba3026293966e210a0c5f89a5574831371567
301,(16:12.70-16:16.30),MARCA 1 - CALVO,canning_machine,722777,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/e8ac6a0f-4ed0-4136-ab97-a3993da30ba3/horizontal/downloads/4k.mp4?filename=1783749_Canning_Process_Bottling_3840x2160.mp4&user_id=102901249&token=exp=1785670476~id=102901249~hmac=7fcad061921b080d17e479a0923ba3026293966e210a0c5f89a5574831371567
302,(16:16.30-16:19.90),MARCA 1 - CALVO,canning_machine,722777,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/e8ac6a0f-4ed0-4136-ab97-a3993da30ba3/horizontal/downloads/4k.mp4?filename=1783749_Canning_Process_Bottling_3840x2160.mp4&user_id=102901249&token=exp=1785670476~id=102901249~hmac=7fcad061921b080d17e479a0923ba3026293966e210a0c5f89a5574831371567
303,(16:19.90-16:23.50),MARCA 1 - CALVO,canning_machine,722777,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/e8ac6a0f-4ed0-4136-ab97-a3993da30ba3/horizontal/downloads/4k.mp4?filename=1783749_Canning_Process_Bottling_3840x2160.mp4&user_id=102901249&token=exp=1785670476~id=102901249~hmac=7fcad061921b080d17e479a0923ba3026293966e210a0c5f89a5574831371567
304,(16:23.50-16:27.10),MARCA 1 - CALVO,canning_machine,722777,PAN UP · 4s,https://videocdn.cdnpk.net/videos/e8ac6a0f-4ed0-4136-ab97-a3993da30ba3/horizontal/downloads/4k.mp4?filename=1783749_Canning_Process_Bottling_3840x2160.mp4&user_id=102901249&token=exp=1785670476~id=102901249~hmac=7fcad061921b080d17e479a0923ba3026293966e210a0c5f89a5574831371567
305,(16:27.10-16:30.70),MARCA 1 - CALVO,canning_machine,722777,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/e8ac6a0f-4ed0-4136-ab97-a3993da30ba3/horizontal/downloads/4k.mp4?filename=1783749_Canning_Process_Bottling_3840x2160.mp4&user_id=102901249&token=exp=1785670476~id=102901249~hmac=7fcad061921b080d17e479a0923ba3026293966e210a0c5f89a5574831371567
306,(16:30.70-16:34.30),MARCA 1 - CALVO,canning_machine,722777,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/e8ac6a0f-4ed0-4136-ab97-a3993da30ba3/horizontal/downloads/4k.mp4?filename=1783749_Canning_Process_Bottling_3840x2160.mp4&user_id=102901249&token=exp=1785670476~id=102901249~hmac=7fcad061921b080d17e479a0923ba3026293966e210a0c5f89a5574831371567
307,(16:34.30-16:38.90),MARCA 1 - CALVO,canning_machine,722777,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/e8ac6a0f-4ed0-4136-ab97-a3993da30ba3/horizontal/downloads/4k.mp4?filename=1783749_Canning_Process_Bottling_3840x2160.mp4&user_id=102901249&token=exp=1785670476~id=102901249~hmac=7fcad061921b080d17e479a0923ba3026293966e210a0c5f89a5574831371567
308,(16:38.90-16:42.50),MARCA 1 - CALVO,fishing_boat_galicia,2979449,STATIC,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
309,(16:42.50-16:46.10),MARCA 1 - CALVO,fishing_boat_galicia,2979449,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
310,(16:46.10-16:49.00),MARCA 1 - CALVO,fishing_boat_galicia,2979449,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
311,(16:49.00-16:52.60),MARCA 1 - CALVO,world_map_network,1948107,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/c42d91bb-6285-421a-af2c-532340c4f03d/horizontal/downloads/4k.mp4?filename=5436703_Coll_wavebreak_Blue_3840x2160.mp4&user_id=102901249&token=exp=1785670483~id=102901249~hmac=5ff5758beff43317e3830333dd375bc460c5645ded13a5466b3de6719a6256f2
312,(16:52.60-16:56.20),MARCA 1 - CALVO,world_map_network,1948107,PAN UP · 4s,https://videocdn.cdnpk.net/videos/c42d91bb-6285-421a-af2c-532340c4f03d/horizontal/downloads/4k.mp4?filename=5436703_Coll_wavebreak_Blue_3840x2160.mp4&user_id=102901249&token=exp=1785670483~id=102901249~hmac=5ff5758beff43317e3830333dd375bc460c5645ded13a5466b3de6719a6256f2
313,(16:56.20-16:59.80),MARCA 1 - CALVO,world_map_network,1948107,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/c42d91bb-6285-421a-af2c-532340c4f03d/horizontal/downloads/4k.mp4?filename=5436703_Coll_wavebreak_Blue_3840x2160.mp4&user_id=102901249&token=exp=1785670483~id=102901249~hmac=5ff5758beff43317e3830333dd375bc460c5645ded13a5466b3de6719a6256f2
314,(16:59.80-17:03.00),MARCA 1 - CALVO,world_map_network,1948107,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/c42d91bb-6285-421a-af2c-532340c4f03d/horizontal/downloads/4k.mp4?filename=5436703_Coll_wavebreak_Blue_3840x2160.mp4&user_id=102901249&token=exp=1785670483~id=102901249~hmac=5ff5758beff43317e3830333dd375bc460c5645ded13a5466b3de6719a6256f2
315,(17:03.00-17:06.60),MARCA 1 - CALVO,brazil_flag,8588916,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/4d207265-ecb1-5222-9b98-c70b77e0e208/horizontal/downloads/1080p.mp4?filename=0_Brazil_Flag_Brazilian_National_Flag_1920x1080.mp4&user_id=102901249&token=exp=1785670484~id=102901249~hmac=ac595771cba6a6509b3e270b473cc634fdd5de90648338156d49b0eeb2133cef
316,(17:06.60-17:10.20),MARCA 1 - CALVO,brazil_flag,8588916,STATIC,https://videocdn.cdnpk.net/videos/4d207265-ecb1-5222-9b98-c70b77e0e208/horizontal/downloads/1080p.mp4?filename=0_Brazil_Flag_Brazilian_National_Flag_1920x1080.mp4&user_id=102901249&token=exp=1785670484~id=102901249~hmac=ac595771cba6a6509b3e270b473cc634fdd5de90648338156d49b0eeb2133cef
317,(17:10.20-17:13.80),MARCA 1 - CALVO,bar_chart_growth,9083856,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/24ddcfa2-f4cb-59ff-8aa9-b89be2249bb2/horizontal/downloads/original.mp4?filename=0_Bar_Chart_Data_3840x2160.mp4&user_id=102901249&token=exp=1785670486~id=102901249~hmac=e0d6366c015aaf8b0b918cabf165f581a4d7b01038b55b76acb75b6fbd4222db
318,(17:13.80-17:17.40),MARCA 1 - CALVO,bar_chart_growth,9083856,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/24ddcfa2-f4cb-59ff-8aa9-b89be2249bb2/horizontal/downloads/original.mp4?filename=0_Bar_Chart_Data_3840x2160.mp4&user_id=102901249&token=exp=1785670486~id=102901249~hmac=e0d6366c015aaf8b0b918cabf165f581a4d7b01038b55b76acb75b6fbd4222db
319,(17:17.40-17:21.00),MARCA 1 - CALVO,bar_chart_growth,9083856,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/24ddcfa2-f4cb-59ff-8aa9-b89be2249bb2/horizontal/downloads/original.mp4?filename=0_Bar_Chart_Data_3840x2160.mp4&user_id=102901249&token=exp=1785670486~id=102901249~hmac=e0d6366c015aaf8b0b918cabf165f581a4d7b01038b55b76acb75b6fbd4222db
320,(17:21.00-17:24.60),MARCA 1 - CALVO,bar_chart_growth,9083856,PAN UP · 4s,https://videocdn.cdnpk.net/videos/24ddcfa2-f4cb-59ff-8aa9-b89be2249bb2/horizontal/downloads/original.mp4?filename=0_Bar_Chart_Data_3840x2160.mp4&user_id=102901249&token=exp=1785670486~id=102901249~hmac=e0d6366c015aaf8b0b918cabf165f581a4d7b01038b55b76acb75b6fbd4222db
